
Jan  5 00:13:34 d.mx.example.net sm-mta[13138]: jB88DYuG013138: from=<u13@h362.com>, size=684, class=0, nrcpts=1, msgid=<u363@h364.localhost>, proto=ESMTP, daemon=MTA, relay=relay_id [10.11.12.13] 
Jan  5 00:13:52 c.mx.example.net sm-mta[9769]: jB88Dr5K009756: to=<u13@h362.com>, delay=00:00:00, xdelay=00:00:00, mailer=esmtp, pri=122632, relay=relay_id [10.11.12.13], dsn=2.0.0, stat=Sent (jB88DreT002243 Message accepted for delivery) 
****Jan  5 00:13:52 c.mx.example.net sm-mta[9756]: jB88Dr5K009756: from=<>, size=2632, class=0, nrcpts=1, msgid=<u1886@h1048.net>, proto=ESMTP, daemon=MTA, relay=relay_id [10.11.12.13] 
Jan  5 00:13:53 c.mx.example.net sm-mta[9804]: jB88Dsec009799: to=<u13@h362.com>, delay=00:00:00, xdelay=00:00:00, mailer=esmtp, pri=122629, relay=relay_id [10.11.12.13], dsn=2.0.0, stat=Sent (jB88DsPR002331 Message accepted for delivery) 
****Jan  5 00:13:53 c.mx.example.net sm-mta[9799]: jB88Dsec009799: from=<>, size=2629, class=0, nrcpts=1, msgid=<u1996@h1048.net>, proto=ESMTP, daemon=MTA, relay=relay_id [10.11.12.13] 
Jan  5 00:13:58 a.mx.example.net sm-mta[13162]: jB88DwLM013162: from=<u13@h362.com>, size=684, class=0, nrcpts=1, msgid=<u2317@h364.localhost>, proto=ESMTP, daemon=MTA, relay=relay_id [10.11.12.13] 
****Jan  5 00:13:58 a.mx.example.net sm-mta[13172]: jB88DwLM013162: to=<u13@h362.com>, delay=00:00:00, xdelay=00:00:00, mailer=esmtp, pri=120684, relay=relay_id [10.11.12.13], dsn=2.0.0, stat=Sent (jB88Dxrh010873 Message accepted for delivery) 
Jan  5 00:13:59 a.mx.example.net sm-mta[13231]: jB88E0xW013223: to=<u13@h362.com>, delay=00:00:00, xdelay=00:00:00, mailer=esmtp, pri=122634, relay=relay_id [10.11.12.13], dsn=2.0.0, stat=Sent (jB88E0bH010969 Message accepted for delivery) 
****Jan  5 00:13:59 a.mx.example.net sm-mta[13223]: jB88E0xW013223: from=<>, size=2634, class=0, nrcpts=1, msgid=<u2416@h848.net>, proto=ESMTP, daemon=MTA, relay=relay_id [10.11.12.13] 
Jan  5 00:14:04 b.mx.example.net sm-mta[9451]: jB88E4k3009444: to=<u13@h362.com>, delay=00:00:00, xdelay=00:00:00, mailer=esmtp, pri=122624, relay=relay_id [10.11.12.13], dsn=2.0.0, stat=Sent (jB88E4qc003178 Message accepted for delivery) 
****Jan  5 00:14:03 b.mx.example.net sm-mta[9444]: jB88E4k3009444: from=<>, size=2624, class=0, nrcpts=1, msgid=<u2732@h848.net>, proto=ESMTP, daemon=MTA, relay=relay_id [10.11.12.13] 
Jan  5 00:14:04 a.mx.example.net sm-mta[13351]: jB88E5GA013351: from=<u13@h362.com>, size=681, class=0, nrcpts=1, msgid=<u2773@h364.localhost>, proto=ESMTP, daemon=MTA, relay=relay_id [10.11.12.13] 
****Jan  5 00:14:04 a.mx.example.net sm-mta[13356]: jB88E5GA013351: to=<u13@h362.com>, delay=00:00:00, xdelay=00:00:00, mailer=esmtp, pri=120681, relay=relay_id [10.11.12.13], dsn=2.0.0, stat=Sent (jB88E5L6003226 Message accepted for delivery) 
Jan  5 00:14:10 c.mx.example.net sm-mta[10363]: jB88EALl010363: from=<u13@h362.com>, size=683, class=0, nrcpts=1, msgid=<u3231@h364.localhost>, proto=ESMTP, daemon=MTA, relay=relay_id [10.11.12.13] 
****Jan  5 00:14:10 c.mx.example.net sm-mta[10371]: jB88EALl010363: to=<u13@h362.com>, delay=00:00:00, xdelay=00:00:00, mailer=esmtp, pri=120683, relay=relay_id [10.11.12.13], dsn=2.0.0, stat=Sent (jB88EBEg012010 Message accepted for delivery) 
Jan  5 00:14:12 b.mx.example.net sm-mta[9800]: jB88EC3R009795: to=<u13@h362.com>, delay=00:00:00, xdelay=00:00:00, mailer=esmtp, pri=122629, relay=relay_id [10.11.12.13], dsn=2.0.0, stat=Sent (jB88ECvY012179 Message accepted for delivery) 
****Jan  5 00:14:12 b.mx.example.net sm-mta[9795]: jB88EC3R009795: from=<>, size=2629, class=0, nrcpts=1, msgid=<u3338@h848.net>, proto=ESMTP, daemon=MTA, relay=relay_id [10.11.12.13] 
Jan  5 00:14:16 a.mx.example.net sm-mta[13708]: jB88EHQp013708: from=<u13@h362.com>, size=683, class=0, nrcpts=1, msgid=<u3623@h364.localhost>, proto=ESMTP, daemon=MTA, relay=relay_id [10.11.12.13] 
****Jan  5 00:14:16 a.mx.example.net sm-mta[13716]: jB88EHQp013708: to=<u13@h362.com>, delay=00:00:00, xdelay=00:00:00, mailer=esmtp, pri=120683, relay=relay_id [10.11.12.13], dsn=2.0.0, stat=Sent (jB88EHu3004373 Message accepted for delivery) 
Jan  5 00:14:18 d.mx.example.net sm-mta[14820]: jB88EIQ1014812: to=<u13@h362.com>, delay=00:00:00, xdelay=00:00:00, mailer=esmtp, pri=122633, relay=relay_id [10.11.12.13], dsn=2.0.0, stat=Sent (jB88EIBo012688 Message accepted for delivery) 
****Jan  5 00:14:17 d.mx.example.net sm-mta[14812]: jB88EIQ1014812: from=<>, size=2633, class=0, nrcpts=1, msgid=<u3735@h1048.net>, proto=ESMTP, daemon=MTA, relay=relay_id [10.11.12.13] 
Jan  5 00:14:20 a.mx.example.net sm-mta[13842]: jB88ELTr013837: to=<u13@h362.com>, delay=00:00:00, xdelay=00:00:00, mailer=esmtp, pri=122632, relay=relay_id [10.11.12.13], dsn=2.0.0, stat=Sent (jB88ELTg012873 Message accepted for delivery) 
****Jan  5 00:14:20 a.mx.example.net sm-mta[13837]: jB88ELTr013837: from=<>, size=2632, class=0, nrcpts=1, msgid=<u3949@h1048.net>, proto=ESMTP, daemon=MTA, relay=relay_id [10.11.12.13] 
Jan  5 00:14:22 d.mx.example.net sm-mta[14939]: jB88ENMC014933: to=<u13@h362.com>, delay=00:00:00, xdelay=00:00:00, mailer=esmtp, pri=122633, relay=relay_id [10.11.12.13], dsn=2.0.0, stat=Sent (jB88ENJF004945 Message accepted for delivery) 
****Jan  5 00:14:22 d.mx.example.net sm-mta[14933]: jB88ENMC014933: from=<>, size=2633, class=0, nrcpts=1, msgid=<u4049@h1048.net>, proto=ESMTP, daemon=MTA, relay=relay_id [10.11.12.13] 
Jan  5 00:14:22 a.mx.example.net sm-mta[13861]: jB88ENQA013861: from=<u13@h362.com>, size=684, class=0, nrcpts=1, msgid=<u4047@h364.localhost>, proto=ESMTP, daemon=MTA, relay=relay_id [10.11.12.13] 
****Jan  5 00:14:22 a.mx.example.net sm-mta[13882]: jB88ENQA013861: to=<u13@h362.com>, delay=00:00:00, xdelay=00:00:00, mailer=esmtp, pri=120684, relay=relay_id [10.11.12.13], dsn=2.0.0, stat=Sent (jB88ENg4004946 Message accepted for delivery) 
Jan  5 00:14:28 d.mx.example.net sm-mta[15120]: jB88ET7T015120: from=<u13@h362.com>, size=684, class=0, nrcpts=1, msgid=<u4434@h364.localhost>, proto=ESMTP, daemon=MTA, relay=relay_id [10.11.12.13] 
****Jan  5 00:14:28 d.mx.example.net sm-mta[15125]: jB88ET7T015120: to=<u13@h362.com>, delay=00:00:00, xdelay=00:00:00, mailer=esmtp, pri=120684, relay=relay_id [10.11.12.13], dsn=2.0.0, stat=Sent (jB88ETT9013414 Message accepted for delivery) 
Jan  5 00:14:34 c.mx.example.net sm-mta[11155]: jB88EZkS011155: from=<u13@h362.com>, size=678, class=0, nrcpts=1, msgid=<u4789@h364.localhost>, proto=ESMTP, daemon=MTA, relay=relay_id [10.11.12.13] 
****Jan  5 00:14:34 c.mx.example.net sm-mta[11165]: jB88EZkS011155: to=<u13@h362.com>, delay=00:00:00, xdelay=00:00:00, mailer=esmtp, pri=120678, relay=relay_id [10.11.12.13], dsn=2.0.0, stat=Sent (jB88EZAQ013944 Message accepted for delivery) 
Jan  5 00:14:36 d.mx.example.net sm-mta[15413]: jB88Ea0I015408: to=<u13@h362.com>, delay=00:00:00, xdelay=00:00:00, mailer=esmtp, pri=122624, relay=relay_id [10.11.12.13], dsn=2.0.0, stat=Sent (jB88EarF006293 Message accepted for delivery) 
****Jan  5 00:14:36 d.mx.example.net sm-mta[15408]: jB88Ea0I015408: from=<>, size=2624, class=0, nrcpts=1, msgid=<u4885@h848.net>, proto=ESMTP, daemon=MTA, relay=relay_id [10.11.12.13] 
Jan  5 00:14:40 b.mx.example.net sm-mta[10617]: jB88EfBc010617: from=<u13@h362.com>, size=681, class=0, nrcpts=1, msgid=<u5106@h364.localhost>, proto=ESMTP, daemon=MTA, relay=relay_id [10.11.12.13] 
****Jan  5 00:14:40 b.mx.example.net sm-mta[10622]: jB88EfBc010617: to=<u13@h362.com>, delay=00:00:00, xdelay=00:00:00, mailer=esmtp, pri=120681, relay=relay_id [10.11.12.13], dsn=2.0.0, stat=Sent (jB88EfKM014325 Message accepted for delivery) 
Jan  5 00:14:42 a.mx.example.net sm-mta[14475]: jB88EgrL014457: to=<u13@h362.com>, delay=00:00:00, xdelay=00:00:00, mailer=esmtp, pri=122627, relay=relay_id [10.11.12.13], dsn=2.0.0, stat=Sent (jB88EgwC014497 Message accepted for delivery) 
****Jan  5 00:14:41 a.mx.example.net sm-mta[14457]: jB88EgrL014457: from=<>, size=2627, class=0, nrcpts=1, msgid=<u5222@h848.net>, proto=ESMTP, daemon=MTA, relay=relay_id [10.11.12.13] 
Jan  5 00:14:46 c.mx.example.net sm-mta[11582]: jB88ElTZ011582: from=<u13@h362.com>, size=684, class=0, nrcpts=1, msgid=<u5554@h364.localhost>, proto=ESMTP, daemon=MTA, relay=relay_id [10.11.12.13] 
****Jan  5 00:14:46 c.mx.example.net sm-mta[11594]: jB88ElTZ011582: to=<u13@h362.com>, delay=00:00:00, xdelay=00:00:00, mailer=esmtp, pri=120684, relay=relay_id [10.11.12.13], dsn=2.0.0, stat=Sent (jB88El7I007180 Message accepted for delivery) 
Jan  5 00:14:48 b.mx.example.net sm-mta[10902]: jB88EmBq010896: to=<u13@h362.com>, delay=00:00:00, xdelay=00:00:00, mailer=esmtp, pri=122630, relay=relay_id [10.11.12.13], dsn=2.0.0, stat=Sent (jB88EmwD015147 Message accepted for delivery) 
****Jan  5 00:14:47 b.mx.example.net sm-mta[10896]: jB88EmBq010896: from=<>, size=2630, class=0, nrcpts=1, msgid=<u5655@h1048.net>, proto=ESMTP, daemon=MTA, relay=relay_id [10.11.12.13] 
Jan  5 00:14:52 a.mx.example.net sm-mta[14776]: jB88ErUe014776: from=<u13@h362.com>, size=684, class=0, nrcpts=1, msgid=<u5990@h364.localhost>, proto=ESMTP, daemon=MTA, relay=relay_id [10.11.12.13] 
****Jan  5 00:14:52 a.mx.example.net sm-mta[14789]: jB88ErUe014776: to=<u13@h362.com>, delay=00:00:00, xdelay=00:00:00, mailer=esmtp, pri=120684, relay=relay_id [10.11.12.13], dsn=2.0.0, stat=Sent (jB88ErKS007718 Message accepted for delivery) 
Jan  5 00:14:54 a.mx.example.net sm-mta[14838]: jB88EsFl014829: to=<u13@h362.com>, delay=00:00:00, xdelay=00:00:00, mailer=esmtp, pri=122634, relay=relay_id [10.11.12.13], dsn=2.0.0, stat=Sent (jB88EsBW007805 Message accepted for delivery) 
****Jan  5 00:14:53 a.mx.example.net sm-mta[14829]: jB88EsFl014829: from=<>, size=2634, class=0, nrcpts=1, msgid=<u6112@h1048.net>, proto=ESMTP, daemon=MTA, relay=relay_id [10.11.12.13] 
Jan  5 00:14:58 a.mx.example.net sm-mta[14928]: jB88ExGs014928: from=<u13@h362.com>, size=684, class=0, nrcpts=1, msgid=<u6419@h364.localhost>, proto=ESMTP, daemon=MTA, relay=relay_id [10.11.12.13] 
****Jan  5 00:14:58 a.mx.example.net sm-mta[14933]: jB88ExGs014928: to=<u13@h362.com>, delay=00:00:00, xdelay=00:00:00, mailer=esmtp, pri=120684, relay=relay_id [10.11.12.13], dsn=2.0.0, stat=Sent (jB88ExWW008156 Message accepted for delivery) 
Jan  5 00:14:59 d.mx.example.net sm-mta[16344]: jB88F0ir016334: to=<u13@h362.com>, delay=00:00:00, xdelay=00:00:00, mailer=esmtp, pri=122631, relay=relay_id [10.11.12.13], dsn=2.0.0, stat=Sent (jB88F0FY016193 Message accepted for delivery) 
****Jan  5 00:14:59 d.mx.example.net sm-mta[16334]: jB88F0ir016334: from=<>, size=2631, class=0, nrcpts=1, msgid=<u6517@h1048.net>, proto=ESMTP, daemon=MTA, relay=relay_id [10.11.12.13] 
Jan  5 00:15:05 a.mx.example.net sm-mta[15127]: jB88F5EI015127: from=<u13@h362.com>, size=684, class=0, nrcpts=1, msgid=<u6819@h364.localhost>, proto=ESMTP, daemon=MTA, relay=relay_id [10.11.12.13] 
****Jan  5 00:15:05 a.mx.example.net sm-mta[15138]: jB88F5EI015127: to=<u13@h362.com>, delay=00:00:00, xdelay=00:00:00, mailer=esmtp, pri=120684, relay=relay_id [10.11.12.13], dsn=2.0.0, stat=Sent (jB88F5Y5008609 Message accepted for delivery) 
Jan  5 00:15:06 d.mx.example.net sm-mta[16576]: jB88F6O1016568: to=<u13@h362.com>, delay=00:00:00, xdelay=00:00:00, mailer=esmtp, pri=122634, relay=relay_id [10.11.12.13], dsn=2.0.0, stat=Sent (jB88F68S016743 Message accepted for delivery) 
****Jan  5 00:15:06 d.mx.example.net sm-mta[16568]: jB88F6O1016568: from=<>, size=2634, class=0, nrcpts=1, msgid=<u6930@h1048.net>, proto=ESMTP, daemon=MTA, relay=relay_id [10.11.12.13] 
Jan  5 00:15:08 b.mx.example.net sm-mta[11502]: jB88F83m011489: to=<u13@h362.com>, delay=00:00:00, xdelay=00:00:00, mailer=esmtp, pri=122634, relay=relay_id [10.11.12.13], dsn=2.0.0, stat=Sent (jB88F8VD008894 Message accepted for delivery) 
****Jan  5 00:15:08 b.mx.example.net sm-mta[11489]: jB88F83m011489: from=<>, size=2634, class=0, nrcpts=1, msgid=<u7029@h1048.net>, proto=ESMTP, daemon=MTA, relay=relay_id [10.11.12.13] 
Jan  5 00:15:11 a.mx.example.net sm-mta[15319]: jB88FB8U015319: from=<u13@h362.com>, size=683, class=0, nrcpts=1, msgid=<u7264@h364.localhost>, proto=ESMTP, daemon=MTA, relay=relay_id [10.11.12.13] 
****Jan  5 00:15:11 a.mx.example.net sm-mta[15324]: jB88FB8U015319: to=<u13@h362.com>, delay=00:00:00, xdelay=00:00:00, mailer=esmtp, pri=120683, relay=relay_id [10.11.12.13], dsn=2.0.0, stat=Sent (jB88FBCD017242 Message accepted for delivery) 
Jan  5 00:15:13 a.mx.example.net sm-mta[15411]: jB88FCs7015398: to=<u13@h362.com>, delay=00:00:00, xdelay=00:00:00, mailer=esmtp, pri=122633, relay=relay_id [10.11.12.13], dsn=2.0.0, stat=Sent (jB88FDgD009243 Message accepted for delivery) 
****Jan  5 00:15:13 a.mx.example.net sm-mta[15398]: jB88FCs7015398: from=<>, size=2633, class=0, nrcpts=1, msgid=<u7531@h848.net>, proto=ESMTP, daemon=MTA, relay=relay_id [10.11.12.13] 
Jan  5 00:15:17 a.mx.example.net sm-mta[15556]: jB88FHiM015556: from=<u13@h362.com>, size=684, class=0, nrcpts=1, msgid=<u7825@h364.localhost>, proto=ESMTP, daemon=MTA, relay=relay_id [10.11.12.13] 
****Jan  5 00:15:17 a.mx.example.net sm-mta[15566]: jB88FHiM015556: to=<u13@h362.com>, delay=00:00:00, xdelay=00:00:00, mailer=esmtp, pri=120684, relay=relay_id [10.11.12.13], dsn=2.0.0, stat=Sent (jB88FHic009739 Message accepted for delivery) 
Jan  5 00:15:17 a.mx.example.net sm-mta[15582]: jB88FHoY015574: to=<u13@h362.com>, delay=00:00:00, xdelay=00:00:00, mailer=esmtp, pri=122630, relay=relay_id [10.11.12.13], dsn=2.0.0, stat=Sent (jB88FHZE009792 Message accepted for delivery) 
****Jan  5 00:15:17 a.mx.example.net sm-mta[15574]: jB88FHoY015574: from=<>, size=2630, class=0, nrcpts=1, msgid=<u7870@h848.net>, proto=ESMTP, daemon=MTA, relay=relay_id [10.11.12.13] 
Jan  5 00:15:18 b.mx.example.net sm-mta[11829]: jB88FIFt011824: to=<u13@h362.com>, delay=00:00:00, xdelay=00:00:00, mailer=esmtp, pri=122630, relay=relay_id [10.11.12.13], dsn=2.0.0, stat=Sent (jB88FIxR017795 Message accepted for delivery) 
****Jan  5 00:15:18 b.mx.example.net sm-mta[11824]: jB88FIFt011824: from=<>, size=2630, class=0, nrcpts=1, msgid=<u7889@h1048.net>, proto=ESMTP, daemon=MTA, relay=relay_id [10.11.12.13] 
Jan  5 00:15:18 c.mx.example.net sm-mta[12688]: jB88FIwE012680: to=<u13@h362.com>, delay=00:00:00, xdelay=00:00:00, mailer=esmtp, pri=122634, relay=relay_id [10.11.12.13], dsn=2.0.0, stat=Sent (jB88FI8J017833 Message accepted for delivery) 
****Jan  5 00:15:18 c.mx.example.net sm-mta[12680]: jB88FIwE012680: from=<>, size=2634, class=0, nrcpts=1, msgid=<u7913@h1048.net>, proto=ESMTP, daemon=MTA, relay=relay_id [10.11.12.13] 
Jan  5 00:15:23 c.mx.example.net sm-mta[12842]: jB88FNG1012842: from=<u13@h362.com>, size=683, class=0, nrcpts=1, msgid=<u8254@h364.localhost>, proto=ESMTP, daemon=MTA, relay=relay_id [10.11.12.13] 
****Jan  5 00:15:23 c.mx.example.net sm-mta[12850]: jB88FNG1012842: to=<u13@h362.com>, delay=00:00:00, xdelay=00:00:00, mailer=esmtp, pri=120683, relay=relay_id [10.11.12.13], dsn=2.0.0, stat=Sent (jB88FNYb010752 Message accepted for delivery) 
Jan  5 00:15:24 a.mx.example.net sm-mta[15779]: jB88FO4g015764: to=<u13@h362.com>, delay=00:00:00, xdelay=00:00:00, mailer=esmtp, pri=122629, relay=relay_id [10.11.12.13], dsn=2.0.0, stat=Sent (jB88FOxm010882 Message accepted for delivery) 
****Jan  5 00:15:24 a.mx.example.net sm-mta[15764]: jB88FO4g015764: from=<>, size=2629, class=0, nrcpts=1, msgid=<u8386@h1048.net>, proto=ESMTP, daemon=MTA, relay=relay_id [10.11.12.13] 
Jan  5 00:15:29 b.mx.example.net sm-mta[12119]: jB88FT04012119: from=<u13@h362.com>, size=681, class=0, nrcpts=1, msgid=<u8819@h364.localhost>, proto=ESMTP, daemon=MTA, relay=relay_id [10.11.12.13] 
****Jan  5 00:15:29 b.mx.example.net sm-mta[12124]: jB88FT04012119: to=<u13@h362.com>, delay=00:00:00, xdelay=00:00:00, mailer=esmtp, pri=120681, relay=relay_id [10.11.12.13], dsn=2.0.0, stat=Sent (jB88FTj1018945 Message accepted for delivery) 
Jan  5 00:15:30 a.mx.example.net sm-mta[16064]: jB88FUkB016039: to=<u13@h362.com>, delay=00:00:00, xdelay=00:00:00, mailer=esmtp, pri=122629, relay=relay_id [10.11.12.13], dsn=2.0.0, stat=Sent (jB88FUxt019054 Message accepted for delivery) 
****Jan  5 00:15:30 a.mx.example.net sm-mta[16039]: jB88FUkB016039: from=<>, size=2629, class=0, nrcpts=1, msgid=<u8950@h848.net>, proto=ESMTP, daemon=MTA, relay=relay_id [10.11.12.13] 

